,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,AcceptedCmpOverall,groupAge,NumPurchases,MntProducts,Education,compraron_mes,NoAccepterCmpOverall,Accmost1,marital_status,Kidhomemost1,teenhomemost1,AcceptDeal
1014,79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0,47,2207,0,1,0,0,0,0,0,1,0,0,1,Middle-Aged Adults,18,1221,education_Graduation,1,0,0,marital_Married,0,0,1
1015,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,40,2828,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,11,269,education_Graduation,1,1,0,marital_Single,0,0,1
1016,37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,0,62,2282,0,0,0,1,0,0,0,0,0,1,0,Old Adults,7,47,education_PhD,1,1,0,marital_Together,1,1,1
1017,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,48,2443,0,0,1,0,0,0,0,0,1,0,0,Middle-Aged Adults,6,84,education_Master,0,1,0,marital_Single,1,1,1
1018,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,1,49,2250,0,1,0,0,0,0,0,0,0,1,1,Middle-Aged Adults,5,65,education_PhD,0,0,0,marital_Married,1,0,1
1019,47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,67,2555,0,1,0,0,0,0,0,1,0,0,0,Old Adults,17,532,education_Graduation,1,1,0,marital_Married,0,1,1
1020,61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,61,2226,0,1,0,0,0,0,0,1,0,0,1,Old Adults,16,486,education_Graduation,1,0,0,marital_Married,0,1,1
1021,38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,0,66,2762,0,1,0,0,0,0,0,1,0,0,0,Old Adults,5,49,education_Graduation,1,1,0,marital_Married,1,1,1
1022,8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,29,2808,0,0,1,0,0,0,0,1,0,0,0,Young Adults,1,176,education_Graduation,1,1,0,marital_Single,0,0,1
1023,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,58,2196,0,0,0,1,0,0,0,1,0,0,1,Middle-Aged Adults,13,833,education_Graduation,1,0,0,marital_Together,0,0,1
1024,34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,1,34,2493,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,4,30,education_Graduation,0,1,0,marital_Together,1,0,1
1025,33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,55,2783,0,0,1,0,0,0,0,0,1,0,0,Middle-Aged Adults,7,119,education_Master,0,1,0,marital_Single,0,1,1
1026,33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,54,2436,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,6,93,education_Master,1,1,0,marital_Married,0,1,1
1027,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,60,2418,0,1,0,0,0,0,0,0,0,1,0,Old Adults,26,1113,education_PhD,0,1,0,marital_Married,0,1,1
1028,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,1,36,2752,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,12,310,education_Graduation,1,1,0,marital_Together,1,0,1
1029,44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,0,54,2518,0,1,0,0,0,0,0,1,0,0,1,Middle-Aged Adults,19,665,education_Graduation,1,0,0,marital_Married,0,1,1
1030,70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,55,2242,0,1,0,0,0,1,0,0,0,0,1,Middle-Aged Adults,19,1287,education_2n Cycle,1,0,0,marital_Married,0,0,1
1031,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,54,2183,0,0,0,1,0,0,0,0,0,1,1,Middle-Aged Adults,3,11,education_PhD,0,0,0,marital_Together,1,1,1
1032,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,71,2657,0,1,0,0,0,0,0,0,0,1,0,Old Adults,24,2262,education_PhD,1,1,0,marital_Married,0,0,1
1033,25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1,50,2659,1,0,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,5,30,education_2n Cycle,0,1,0,marital_Divorced,1,1,1
1034,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,37,2609,0,1,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,4,27,education_Master,1,1,0,marital_Married,1,0,1
1035,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,35,2791,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,20,942,education_Graduation,1,1,0,marital_Single,0,0,1
1036,42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,0,46,2828,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,11,255,education_Graduation,1,1,0,marital_Married,0,1,1
1037,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,69,2483,0,1,0,0,0,0,0,0,0,1,0,Old Adults,11,253,education_PhD,1,1,0,marital_Married,0,0,1
1038,72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,68,2738,0,0,1,0,0,0,0,1,0,0,0,Old Adults,21,1194,education_Graduation,1,1,0,marital_Single,0,0,1
1039,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,33,2614,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,16,884,education_Graduation,1,1,0,marital_Together,0,0,1
1040,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,71,2795,0,1,0,0,0,0,0,0,1,0,1,Old Adults,17,1144,education_Master,0,0,0,marital_Married,1,1,1
1041,65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,0,62,2498,0,0,0,1,0,0,0,1,0,0,1,Old Adults,24,955,education_Graduation,1,0,0,marital_Together,0,1,1
1042,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,33,2694,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,18,618,education_PhD,0,1,0,marital_Single,0,0,1
1043,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,47,2200,1,0,0,0,0,0,0,0,0,1,1,Middle-Aged Adults,4,29,education_PhD,1,0,0,marital_Divorced,1,1,1
1044,65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,56,2238,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,16,497,education_PhD,0,1,0,marital_Married,0,1,1
1045,16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,59,2814,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,5,24,education_Graduation,0,1,0,marital_Married,1,1,1
1046,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,1,28,2218,0,0,1,0,0,0,0,1,0,0,2,Young Adults,22,1503,education_Graduation,0,0,1,marital_Single,0,0,1
1047,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,55,2854,1,0,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,25,1677,education_2n Cycle,1,1,0,marital_Divorced,0,1,1
1048,22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,64,2853,1,0,0,0,0,0,0,1,0,0,0,Old Adults,3,16,education_Graduation,1,1,0,marital_Divorced,0,0,1
1049,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,42,2276,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,23,889,education_Graduation,1,1,0,marital_Married,0,0,1
1050,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,49,2194,0,0,0,1,0,0,0,0,0,1,0,Middle-Aged Adults,6,44,education_PhD,1,1,0,marital_Together,1,0,1
1051,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,54,2732,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,19,1287,education_Graduation,0,1,0,marital_Together,0,1,1
1052,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,65,2735,0,0,0,1,0,0,0,1,0,0,0,Old Adults,20,710,education_Graduation,1,1,0,marital_Together,0,1,1
1053,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,67,2284,0,1,0,0,0,0,0,1,0,0,0,Old Adults,5,39,education_Graduation,1,1,0,marital_Married,0,1,1
1054,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,62,2505,0,0,0,1,0,0,0,1,0,0,0,Old Adults,13,342,education_Graduation,0,1,0,marital_Together,0,0,1
1055,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,59,2520,0,0,0,1,0,0,0,1,0,0,1,Middle-Aged Adults,20,1998,education_Graduation,1,0,0,marital_Together,0,0,1
1056,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,39,2583,0,1,0,0,0,0,0,0,0,1,2,Middle-Aged Adults,24,1254,education_PhD,0,0,1,marital_Married,0,0,1
1057,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,44,2472,0,0,0,1,0,1,0,0,0,0,0,Middle-Aged Adults,4,20,education_2n Cycle,0,1,0,marital_Together,1,1,1
1058,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,52,2317,0,0,1,0,0,0,0,0,1,0,0,Middle-Aged Adults,13,354,education_Master,0,1,0,marital_Single,1,0,1
1059,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,42,2592,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,3,17,education_PhD,1,1,0,marital_Married,1,0,1
1060,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,55,2263,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,12,850,education_Graduation,1,1,0,marital_Single,0,0,1
1061,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,49,2748,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,13,341,education_Graduation,0,1,0,marital_Married,1,0,1
1062,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,64,2835,0,1,0,0,0,0,0,1,0,0,0,Old Adults,15,1302,education_Graduation,0,1,0,marital_Married,0,0,1
1063,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,38,2475,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,3,15,education_Graduation,1,1,0,marital_Together,1,0,1
1064,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,50,2671,0,0,1,0,0,0,0,0,1,0,1,Middle-Aged Adults,19,1954,education_Master,0,0,0,marital_Single,0,0,1
1065,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,43,2669,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,22,839,education_Graduation,1,1,0,marital_Married,0,1,1
1066,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,50,2419,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,4,15,education_Graduation,0,1,0,marital_Single,1,1,1
1067,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,62,2700,0,0,0,1,0,0,0,0,0,1,4,Old Adults,22,442,education_PhD,1,0,1,marital_Together,0,0,0
1068,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,37,2216,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,3,20,education_Graduation,1,1,0,marital_Together,1,0,1
1069,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,62,2263,0,0,1,0,0,0,0,0,0,1,0,Old Adults,16,1149,education_PhD,0,1,0,marital_Single,0,0,1
1070,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,47,2190,0,1,0,0,0,0,0,0,0,1,1,Middle-Aged Adults,19,1920,education_PhD,1,0,0,marital_Married,0,0,1
1071,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,46,2223,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,7,121,education_PhD,1,1,0,marital_Single,1,0,1
1072,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,61,2469,0,0,0,1,0,0,0,1,0,0,0,Old Adults,16,702,education_Graduation,0,1,0,marital_Together,0,0,1
1073,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,48,2531,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,6,70,education_PhD,0,1,0,marital_Single,1,1,1
1074,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,55,2268,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,7,117,education_PhD,0,1,0,marital_Married,1,1,1
1075,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,41,2485,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,14,397,education_Graduation,1,1,0,marital_Single,0,1,1
1076,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,62,2186,1,0,0,0,0,0,0,1,0,0,0,Old Adults,12,835,education_Graduation,1,1,0,marital_Divorced,0,1,1
1077,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,34,2765,0,0,1,0,0,1,0,0,0,0,0,Middle-Aged Adults,14,715,education_2n Cycle,1,1,0,marital_Single,0,0,1
1078,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,38,2591,0,0,0,1,0,0,0,0,1,0,0,Middle-Aged Adults,3,11,education_Master,1,1,0,marital_Together,1,0,1
1079,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,41,2702,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,23,902,education_Graduation,1,1,0,marital_Married,0,1,1
1080,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,45,2423,1,0,0,0,0,0,0,1,0,0,3,Middle-Aged Adults,17,1835,education_Graduation,1,0,1,marital_Divorced,0,0,0
1081,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,41,2564,0,1,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,12,322,education_2n Cycle,0,1,0,marital_Married,0,1,1
1082,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,34,2490,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,14,389,education_Graduation,1,1,0,marital_Married,1,0,1
1083,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,50,2405,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,11,257,education_Graduation,1,1,0,marital_Together,1,0,1
1084,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,48,2256,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,5,40,education_Graduation,0,1,0,marital_Married,1,0,1
1085,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,60,2385,0,0,1,0,0,0,0,0,0,1,1,Old Adults,20,1323,education_PhD,1,0,0,marital_Single,0,0,1
1086,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,68,2169,0,1,0,0,0,0,0,0,0,1,0,Old Adults,5,61,education_PhD,0,1,0,marital_Married,0,1,1
1087,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,0,1,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,6,47,education_2n Cycle,0,1,0,marital_Married,0,0,1
1088,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,46,2309,0,1,0,0,0,1,0,0,0,0,1,Middle-Aged Adults,17,546,education_2n Cycle,0,0,0,marital_Married,1,0,1
1089,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,55,2188,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,12,306,education_Graduation,1,1,0,marital_Married,1,1,1
1090,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,66,2648,1,0,0,0,0,0,0,1,0,0,0,Old Adults,15,1140,education_Graduation,1,1,0,marital_Divorced,0,0,1
1091,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,37,2644,0,0,1,0,0,1,0,0,0,0,1,Middle-Aged Adults,15,1059,education_2n Cycle,0,0,0,marital_Single,0,0,1
1092,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,47,2299,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,3,16,education_PhD,1,1,0,marital_Single,1,1,1
1093,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,60,2291,0,0,1,0,0,0,0,0,1,0,1,Old Adults,19,1970,education_Master,0,0,0,marital_Single,0,0,0
1094,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,36,2462,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,6,44,education_PhD,1,1,0,marital_Single,1,0,1
1095,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,49,2464,0,0,0,1,0,0,0,1,0,0,2,Middle-Aged Adults,11,1406,education_Graduation,1,0,1,marital_Together,0,1,1
1096,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,37,2415,0,1,0,0,0,0,0,0,0,1,1,Middle-Aged Adults,4,39,education_PhD,0,0,0,marital_Married,1,0,1
1097,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,37,2441,0,1,0,0,0,0,0,0,1,0,1,Middle-Aged Adults,11,273,education_Master,0,0,0,marital_Married,0,0,1
1098,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,54,2688,0,0,0,1,0,0,1,0,0,0,0,Middle-Aged Adults,5,50,education_Basic,1,1,0,marital_Together,0,0,1
1099,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,42,2449,0,1,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,18,606,education_2n Cycle,1,1,0,marital_Married,0,1,1
1100,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,52,2425,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,20,736,education_Graduation,0,1,0,marital_Single,0,1,1
1101,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,41,2743,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,7,119,education_PhD,0,1,0,marital_Married,1,0,1
1102,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,47,2567,1,0,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,11,259,education_Master,1,1,0,marital_Divorced,1,1,1
1103,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,41,2346,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,7,126,education_Graduation,1,1,0,marital_Single,1,0,1
1104,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,66,2747,0,1,0,0,0,0,0,1,0,0,0,Old Adults,12,301,education_Graduation,1,1,0,marital_Married,0,1,1
1105,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,58,2717,1,0,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,13,343,education_Graduation,1,1,0,marital_Divorced,1,1,1
1106,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,54,2849,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,14,1627,education_Graduation,1,1,0,marital_Single,1,1,1
1107,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,43,2225,0,0,0,1,0,0,0,1,0,0,0,Middle-Aged Adults,5,62,education_Graduation,1,1,0,marital_Together,1,1,1
1108,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,35,2692,0,0,1,0,0,0,1,0,0,0,0,Middle-Aged Adults,3,13,education_Basic,1,1,0,marital_Single,0,0,1
1109,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,68,2350,1,0,0,0,0,1,0,0,0,0,0,Old Adults,24,1056,education_2n Cycle,1,1,0,marital_Divorced,0,0,1
1110,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,69,2689,0,1,0,0,0,0,0,0,1,0,1,Old Adults,13,887,education_Master,1,0,0,marital_Married,0,1,1
1111,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,53,2421,0,0,1,0,0,0,0,1,0,0,0,Middle-Aged Adults,3,11,education_Graduation,1,1,0,marital_Single,1,1,1
1112,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,42,2181,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,4,41,education_Graduation,0,1,0,marital_Married,1,0,1
1113,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,44,2753,0,0,0,1,0,0,0,1,0,0,1,Middle-Aged Adults,22,1872,education_Graduation,1,0,0,marital_Together,0,1,1
1114,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,35,2402,0,0,1,0,0,0,0,1,0,0,3,Middle-Aged Adults,20,1974,education_Graduation,1,0,1,marital_Single,0,0,1
1115,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,46,2195,0,0,0,1,0,1,0,0,0,0,0,Middle-Aged Adults,12,297,education_2n Cycle,1,1,0,marital_Together,1,0,1
1116,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,52,2852,0,1,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,6,73,education_PhD,1,1,0,marital_Married,1,1,1
1117,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,58,2581,1,0,0,0,0,0,0,0,0,1,0,Middle-Aged Adults,19,1301,education_PhD,1,1,0,marital_Divorced,0,0,1
1118,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,31,2197,1,0,0,0,0,0,0,0,1,0,0,Middle-Aged Adults,6,26,education_Master,1,1,0,marital_Divorced,0,0,1
1119,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,59,2671,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,12,295,education_Graduation,1,1,0,marital_Married,0,1,1
1120,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,67,2533,0,0,0,1,0,0,0,0,1,0,0,Old Adults,18,612,education_Master,1,1,0,marital_Together,0,1,1
1121,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,31,2673,0,1,0,0,0,0,0,1,0,0,0,Middle-Aged Adults,6,71,education_Graduation,1,1,0,marital_Married,1,0,1
1122,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,42,2208,1,0,0,0,0,1,0,0,0,0,0,Middle-Aged Adults,5,26,education_2n Cycle,1,1,0,marital_Divorced,1,0,1
1123,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,58,2475,0,0,1,0,0,0,0,0,0,1,0,Middle-Aged Adults,6,68,education_PhD,1,1,0,marital_Single,0,1,1
1124,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,75,2395,0,0,0,0,1,0,0,1,0,0,0,Old Adults,24,969,education_Graduation,1,1,0,marital_Widow,0,0,1
1125,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,46,2318,0,0,0,1,0,0,0,0,1,0,0,Middle-Aged Adults,7,58,education_Master,1,1,0,marital_Together,1,0,1
1126,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,39,2381,0,0,0,1,0,0,0,1,0,0,1,Middle-Aged Adults,7,118,education_Graduation,1,0,0,marital_Together,1,0,1
1127,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,0,0,0,1,0,0,0,1,0,0,0,Old Adults,19,652,education_Graduation,0,1,0,marital_Together,1,1,1
1128,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,66,2388,0,1,0,0,0,0,0,0,0,1,0,Old Adults,14,392,education_PhD,1,1,0,marital_Married,0,1,1
1129,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,34,2783,0,0,1,0,0,0,0,1,0,0,1,Middle-Aged Adults,3,18,education_Graduation,1,0,0,marital_Single,1,0,1
1130,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,77,2517,0,0,0,0,1,0,0,0,0,1,0,Old Adults,25,1030,education_PhD,1,1,0,marital_Widow,0,0,1
